song_id,melody,articulation,rhythm_complexity,rhythm_stability,dissonance,atonality,mode
2512,6.4,6,4,8.25,4,7.5,6.25
2513,6.4,6.6,4.33333333333,8.25,5,7.25,6.75
2514,7,6.8,4.66666666667,7.5,4.6,7,4.5
2515,5.8,3.6,3.66666666667,5.75,3.4,7.75,4.75
2516,6.2,6.2,4.66666666667,7,4.6,7.75,4.75
2517,6.6,7,4.66666666667,7.75,5.4,7.5,4.75
2518,7.4,2.8,4,6,3.6,7.5,6.25
2519,6.6,7,4.33333333333,8.5,3.6,7.75,4.75
2520,7.2,7,5,9,5.8,7.25,5.75
2521,7,7.2,3.66666666667,8.5,5.6,7.25,5.25
2522,4.2,5.8,6.33333333333,5.75,6.4,5.5,6.25
2523,6.4,5.2,5,7,4.2,6.75,4.75
2524,7,2.6,4,6,3.8,7,4.25
2525,6.4,6.2,4.33333333333,8,3.8,8,3.25
2526,5.2,7.6,4,8.5,5.6,6.5,4.5
2527,5.2,6.4,3.66666666667,8.25,5.2,6,4.75
2528,5.8,4,4.66666666667,5.5,4,7,4.25
2529,7,5,3,7.25,4.2,7.5,3.5
2530,4.6,6.8,5.33333333333,7.25,5,5.5,6
2531,4.4,6,5.33333333333,7.75,5.6,5.25,6.25
2532,4,8.4,6.33333333333,7.25,7.8,4,6
2533,7.2,7.2,4.66666666667,8.25,5.4,7.5,5.75
2534,7,3.8,3.33333333333,6.75,4,7.25,6
2535,7.2,7.4,5,8.75,5.6,6.75,6
2536,7.8,2.8,2,5.5,3.2,7.5,6.75
2537,4,4.2,3.33333333333,6.75,6,6.25,5.75
2538,7.4,6.8,3.66666666667,8,4.2,7.5,3.75
2539,6.4,6.6,4.66666666667,7.25,5,7.5,5.75
2540,5,5.6,4.33333333333,7.5,5.6,6,6.5
2541,6.4,8.2,5.66666666667,7.5,5.8,7,6
2542,4.6,7,5.66666666667,7.25,6.2,5.25,6
2543,7.6,4,4,6,4.2,7.5,4.75
2544,7.8,4.8,6.33333333333,6.75,3.6,7.5,6.5
2545,6.2,7.6,5.66666666667,9.25,4.4,7.25,5.25
2546,8,3,2.66666666667,5.75,3.6,7.25,5.25
2547,6.2,7.4,5.66666666667,6.75,3.6,8,3.75
2548,6.6,6.8,4.66666666667,8,4.4,7.5,5
2549,6.2,7.4,5.33333333333,8.25,6,7.25,6.75
2550,7.4,6,4,7.25,3.2,7.5,4.75
2551,6.8,4.2,4.33333333333,5.75,4,7.75,3
2552,5.8,7.6,4.33333333333,8,4.6,7.5,4.75
2553,4.8,5.8,3,7,6,6,6.75
2554,6.4,6.2,4.33333333333,7.25,4.4,7.75,4.75
2555,4.2,5.4,5.33333333333,6,5.8,5.5,3.25
2556,6,8.2,5,9,5.4,7,3.5
2557,7.8,4.6,4.33333333333,6,3.8,7.5,6
2558,6.2,5.8,4,8.25,5.2,6.5,4.5
2559,7.6,3.6,4.33333333333,6,4,7.5,5.75
2560,6.4,4.8,4,6.5,3.6,8,3.25
2561,4.8,5.2,3.33333333333,8,5.4,6.25,5
2562,7.4,4.6,5.33333333333,6.75,4.4,6.75,5.75
2563,5.6,4.2,6.33333333333,5,4.4,7,4
2564,4.2,5.4,5.33333333333,6.25,6,7,6.5
2565,4.8,9,7.33333333333,7,8.8,4.25,5.5
2566,5.2,6,3.33333333333,8,5,7,5.25
2567,7,5.2,3.33333333333,6.25,4.6,7.75,3.25
2568,6.2,5.2,4.66666666667,7.5,5.2,6.75,5
2569,4.8,6.6,5.66666666667,7.25,6.2,6.5,6.5
2570,6.2,6.4,4,8,4.6,7.75,6.75
2571,7.4,5.8,4.66666666667,7.25,4,7.25,4.75
2572,6.8,5.2,4,7.5,5,7.5,5.25
2573,4.2,2.4,4.33333333333,3.5,5.4,7,6.75
2574,3.4,7.2,7,6,9.4,3.75,5.25
2575,5.8,6.8,4,8.25,5.4,6.25,6.75
2576,6.4,6.2,3.33333333333,8.25,3.6,8.25,3.25
2577,5.4,6.6,5.66666666667,7,5.8,6,7
2578,6,7.6,4,7.25,3.4,7.5,5
2579,7.8,3.8,3.33333333333,4.5,4,6.75,6.75
2580,7.25,4.8,5,8,3.6,7,5.25
2581,6.75,7.2,4.75,7.25,4.6,7.66666666667,3.5
2582,5.4,8.4,5.33333333333,7,5.2,8.75,7
2583,5.75,6,4.75,7.25,5.2,7.33333333333,6.25
2584,6.75,7.8,6.5,8.25,5.6,7.33333333333,6.5
2585,6.4,6.8,5,5.75,4.6,7,3.25
2586,5.5,4.4,4,6.5,4.4,7.66666666667,4.75
2587,6.25,6.2,5.5,6.75,5.2,7,6.25
2588,7.25,5.4,5.5,6.75,4.2,8,5.75
2589,5.75,7.8,5.75,7.5,5.4,7,5
2590,7,4.2,4.75,6.25,3.8,8,5.25
2591,5.2,4.4,4.33333333333,6.75,4.8,6.5,5.5
2592,4.5,6.6,4.75,7.75,4.8,7,4.75
2593,7.6,5,4,7.75,4.2,8.75,3.5
2594,7,6.4,4,7.5,3.4,8,3.75
2595,7.6,4,5.33333333333,7.5,4.8,7,3.5
2596,5.4,6.2,4.33333333333,7.25,4.8,7.25,6.5
2597,3.2,8.8,7.66666666667,5.75,9.2,3.5,5.25
2598,7,6.4,4,8.5,4.4,9,3.5
2599,8.4,4.2,4.33333333333,6.75,3.4,7.75,4.5
2600,6,2.6,4,4.5,2.8,7.66666666667,4.25
2601,6.6,5.2,3,8.25,3.6,7.75,3.5
2602,6.2,3.4,3.66666666667,5.5,3.2,7.5,5.5
2603,6.4,7,4.33333333333,7.75,2.8,7.75,4.75
2604,6.25,4.2,4.5,7,4,8,3.75
2605,6.75,6.2,5,7,4.6,7.33333333333,3.75
2606,7.75,4.4,5.25,6.75,3.4,8.33333333333,4.75
2607,6.75,5.4,5,6.75,2.8,7.66666666667,5.25
2608,6.2,6.4,5,8,5,8.66666666667,2.75
2609,4.75,6.4,6.5,7,5.2,7,6.5
2610,6.25,7.8,6.75,9,6.2,6.33333333333,5.5
2611,5.25,7,5.5,8,5.4,7.66666666667,5.75
2612,5,5.4,4.75,7.5,4.2,7.33333333333,4.75
2613,6.5,4.2,2.75,5.5,3.8,7.66666666667,5.75
2614,8.25,3.6,3.25,5.5,2,7.33333333333,6
2615,6.2,5.8,4.66666666667,7.25,4.4,7.66666666667,3.5
2616,4.8,5.2,3.33333333333,5.75,4.2,6.33333333333,5
2617,5.8,2.8,4.33333333333,5.25,3.6,7.33333333333,6
2618,6.2,6.8,4.33333333333,6.75,3.8,8,5.25
2619,5.4,7.4,4.66666666667,8.5,4.6,7.66666666667,2.5
2620,6,5.8,5.5,6.5,4.6,7,5.75
2621,6.8,4,3.66666666667,5.25,3.2,7.66666666667,4.75
2622,7,6.8,4,8.75,3.4,7.66666666667,2.75
2623,4.5,8.6,7.75,6.75,6,5.33333333333,5.25
2624,7,6,4.66666666667,7.25,4,7,5
2625,6.75,6.2,6,7,4.6,6.66666666667,4.25
2626,7.75,2.4,3.25,5.75,2.4,7.33333333333,7
2627,7,6.8,5.25,6.25,4.2,8,4.25
2628,4.75,6.8,5,7.5,4,8,3
2629,5.75,6.6,6.75,5.25,6.4,8.33333333333,5.5
2630,6,7,4.66666666667,7,4.6,7.66666666667,4.25
2631,5.75,4.2,3.25,6,2.8,8,6.75
2632,5.6,7,2,7.75,4.4,8.75,6
2633,7.6,4.6,3.66666666667,7,3.4,7.66666666667,5.25
2634,5.8,7,3,7.75,3.6,7.5,5
2635,7,4.8,3.66666666667,6.5,4.2,8,3.75
2636,6.6,8,4.33333333333,9.75,3,7.75,4.5
2637,6,7.2,5.33333333333,7.5,5.2,7.25,5.75
2638,7.6,6.4,5,7.25,3.4,7.75,3
2639,4.8,7,5.33333333333,8,4.4,6,4.5
2640,6.6,8,5,8,2.8,8,4.5
2641,7.4,6.8,4.33333333333,7.25,3.6,7.5,6
2642,7.2,5,5,6.2,4.6,7,6.25
2643,8.2,4,5,5.6,4.4,7.5,4
2644,7.2,7.6,6,8.2,3.8,8.25,2.5
2645,8.4,2.6,3.5,4.4,2.6,7.5,7
2646,7,8.2,3.5,9,4,8,4.25
2647,4.8,5.2,3.5,6.2,4,7,3.5
2648,7.2,5.4,6.5,6.6,6,7,8
2649,2.6,1.6,1.33333333333,2,7.4,5.2,5.5
2650,4.8,8,6.66666666667,7,8.6,5.2,7.75
2651,5.4,7,5.66666666667,7.6,5.6,6,4.75
2652,6,7.2,3,7.4,4.4,6.4,4
2653,7,6.4,5.66666666667,7.8,5,7.4,8.5
2654,6.6,6,4,8,3.2,7.8,3.5
2655,7.4,6.4,3.33333333333,7.8,4.4,8.6,2.5
2656,5.4,7.6,3.66666666667,7.8,5.6,6.6,3.25
2657,7.2,6.2,5.66666666667,8,5.2,7.8,7.25
2658,5.8,6.8,6,7.2,4.4,7.4,5.25
2659,7.6,6.8,5,8,4.6,7.6,5.75
2660,6.4,6.8,4.33333333333,7.4,5.4,6.6,7.25
2661,7.2,7.4,4,8.2,3.8,7.8,6.25
2662,7,6.6,6,7.4,5.2,7.6,5.25
2663,5,8.4,6.33333333333,7.4,5.4,6.2,7.5
2664,8,6.2,4,8.2,3.2,8.2,4.25
2665,6.2,1.4,1.33333333333,3.2,4.4,8.8,8.5
2666,7.2,8.6,7.33333333333,6.4,5.8,7.2,8
2667,6.6,7.6,6,7.8,5.6,6.8,7.25
2668,6,6,5,7.6,3,8,8.25
2669,6,6.8,5,6.2,5.6,6.2,4.25
2670,6.8,8.2,7.33333333333,7.2,5.6,7.4,8
2671,6.8,4.4,5,5.4,3.8,8,3.5
2672,4.4,2.6,3.33333333333,4,4.4,5.8,6
2673,8.4,7,4.33333333333,7.6,4,8,5
2674,5,7.2,5,6.8,7,5,7.25
2675,6,3.8,3.33333333333,6.8,4.4,7.2,6.75
2676,6,4.8,3.33333333333,7,5,7.6,8.25
2677,6.6,6.6,4.66666666667,7.2,6,6.4,7
2678,8,6,2.66666666667,7.8,3.6,7.6,4
2679,5.8,7.4,4.66666666667,7.2,5.4,6.4,7
2680,5.6,7.8,3,7.8,4.8,7,6.5
2681,6.6,5.8,3.66666666667,7.4,5,6.2,5.25
2682,5,9,3,8.4,6,7.6,7.75
2683,7,5,3.66666666667,7,5,6.8,8
2684,5.2,7.4,5.33333333333,7,5.8,5.4,5.5
2685,5.6,3.8,2.66666666667,5.8,4.4,7.2,5.75
2686,7.2,7.6,3.66666666667,8.2,3.2,7.4,2.75
2687,8.2,4.8,3.66666666667,7.2,3.8,7.2,5.5
2688,8.8,4.4,3.33333333333,7.2,3.6,7.4,4
2689,9,2.2,2.33333333333,5.2,4,7.4,9.5
2690,7.4,5,3.66666666667,4.2,3.2,7.8,3.25
2691,8.6,5.2,5,8,4,7.8,4
2692,5.4,2.8,2.33333333333,4.6,3.6,7,7.5
2693,7.2,2.6,3.33333333333,4.4,4.2,7,8
2694,6.8,9,4.33333333333,6.8,5.2,7.4,7.25
2695,7,3.4,5,6.4,3.4,6.4,4.75
2696,6.4,8,5,7.2,5.2,7,5.25
2697,6.6,4.6,3.33333333333,4,3.8,7.4,6.5
2698,7.4,4.6,4,6.6,4.2,6.8,4.25
2699,6,6.2,2.66666666667,7.6,4.4,7.4,3.25
2700,6,8.2,2.66666666667,8.2,3.8,7.4,4.25
2701,7.6,5.4,4.33333333333,5.2,4.6,7,3.75
2702,6.8,7.2,3,8.2,3.6,7,5.75
2703,6.4,5.8,4.33333333333,7.4,4.8,6.6,5.75
2704,7.6,6.4,3.33333333333,7.4,4.4,7,3.75
2705,5.8,7.8,3.66666666667,8.4,4.8,6.6,5.25
2706,3,8,6,6.4,9.4,3.6,7
2707,6,5.6,4,6.6,4.4,6.6,5.25
2708,5.8,4.2,5,6.6,4.4,6.2,6
2709,3,6.8,6.66666666667,6.2,9.6,4,7.5
2710,5.4,6.6,6.33333333333,5.4,5.4,5.8,5
2711,6.6,6.4,3,7,5,6.8,5
2712,8.2,5.6,3,6.6,3,7.2,5
2713,4.6,7.4,5.66666666667,6.2,8.4,5.8,7
2714,7,8.2,4.33333333333,7.2,5,6.8,4.25
2715,6.6,3,5,4.6,4.4,6.6,4.25
2716,5.2,6.4,3,7.2,5,6.8,6.75
2717,6,7.8,5.33333333333,7.6,5.2,7.6,4
2718,7.6,8.2,4.66666666667,8.2,4.4,8,3.75
2719,6.4,8.8,4.66666666667,7.6,4.6,7.4,3.5
2720,8.6,4.6,5,6.4,3.2,7.6,5.75
2721,7.6,3.8,4.33333333333,5.8,4.4,7.2,6.75
2722,7.2,5.2,3,5,3.6,7.8,8
2723,8,4.6,4.33333333333,6.2,3.2,7.6,7
2724,7.4,6.8,4.66666666667,7.8,3.8,7.2,3.75
2725,6.8,5.6,4,7.2,4,7.4,5
2726,7.8,6.6,2.66666666667,8.6,3.6,7.8,4.25
2727,8.2,6.6,4,6.8,3.6,7.8,3
2728,6.4,8.2,5,8.6,4.4,7.4,3.5
2729,8.2,4.6,3,7.6,5,7.4,4.5
2730,5.4,4.4,4,7,4,7.4,6
2731,5.4,3,5,5.2,5.4,6.2,7.75
2732,6.6,8,6,6,5.8,7.2,7.5
2733,8.4,4.8,3.33333333333,6,3.2,7.6,6.75
2734,7.2,7,3.66666666667,6.4,5.6,6.4,4.75
2735,8.4,5,5.33333333333,6.4,3.6,7.6,7
2736,8,4.6,3.66666666667,7.4,4.8,7.4,6
2737,6.6,7,5.33333333333,7.2,4.4,7.8,3.75
2738,9.2,3.4,3,6,3,7.4,7.75
2739,5.6,9,2.66666666667,8,5.4,7.2,7
2740,6.6,8,6.66666666667,6.8,6.4,7,7.25
2741,8.2,6.2,4.66666666667,7.4,4,7.4,4.75
2742,6.2,4.4,6,6,5.6,6.6,6
2743,8,6.8,4,8.4,3.6,7,5.75
2744,7.6,6.2,4.33333333333,8,4.2,7.4,3
2745,6.5,5.8,3.33333333333,7.6,3.8,7.75,4
2746,6.5,7.4,5.33333333333,7.4,7.2,6.5,7.4
2747,7.75,2.2,2.66666666667,5,3.6,6.75,6.6
2748,8.25,5.6,4,6,4.2,7,5.2
2749,6.25,6.4,3.66666666667,5.6,4.2,7,7
2750,8.25,5.2,5.33333333333,5.4,4.4,7,6.4
2751,4.75,9,6,7.2,7.8,6.25,7.4
2752,5.25,6,5,5.8,5.2,6.25,6.6
2753,6.75,4.8,3.33333333333,6.8,3.8,7.75,8
2754,8.25,6.8,3,5.6,2.8,7.25,4.2
2755,7.75,2.8,2.66666666667,4.6,2.8,6.5,6
2756,5.25,8.2,6,5.4,5.4,6.25,7.6
2757,5.5,7,5.33333333333,6.8,5.6,6.75,7.2
2758,6.5,7.8,4.66666666667,7.2,5.8,7,6.8
2759,6.5,6.4,4.66666666667,5.4,3.6,6.25,4.6
2760,7.75,6.8,4.33333333333,7.8,4.2,7,4.6
2761,7.25,6,2.66666666667,5.4,3.6,7.25,5.6
2762,7,8.6,4.66666666667,8.2,4.4,7.75,3
2763,5.75,7,4.33333333333,7.2,5.6,6.5,6
2764,5.5,9,7.33333333333,5.8,6,6.75,6.4
2765,6.25,8.2,4,7.4,5.8,7.75,7
2766,8.5,5.2,5,6,5.2,6.75,7
2767,7.75,4.8,4,5.6,3.6,6.75,4.8
2768,6.5,7.4,5.33333333333,8,5.4,6.5,5
2769,6,4.2,3.66666666667,5,4,6.75,6.2
2770,7,6.4,4,7.6,5.4,6.5,5
2771,5.25,7,5.66666666667,8,5.8,5.5,6
2772,8.25,3.4,3.5,3.6,3.8,6.75,5.4
2773,6.75,7.2,3.5,8.2,4,7.25,4
2774,6,3.2,5,3.8,4,6,5.2
2775,6.75,7.8,5.33333333333,7.4,4.8,7.5,3.2
2776,5.75,6.4,5.33333333333,8.2,5.8,7,5
2777,4.75,4.2,5,4.8,3.4,7.25,5.6
2778,5.5,6.4,5,6.4,5,7,6
2779,8.25,4.4,5,6.8,3,7.25,5.2
2780,5,5.8,5.33333333333,6.2,5.4,7,7.4
2781,8,4.8,3.33333333333,6.6,3.8,7,5.2
2782,6.5,7.8,4.66666666667,7.8,4.6,7.5,3.4
2783,7,6.8,5,6.6,4.4,7.25,5.2
2784,6,7.6,5,8,6,7.5,5.8
2785,7,8.2,3.66666666667,7.75,3.8,7.75,4
2786,6.25,6.2,3.66666666667,6.25,5.4,7.75,3.4
2787,6.5,6.4,2.33333333333,7.25,4.4,7,4.8
2788,5.75,7.8,5,6.75,6.4,6.75,4.4
2789,6.5,3.6,3,4.25,3.8,6.5,6.4
2790,8.75,4.6,3,4.75,2.2,7.25,5.6
2791,4,9,8,5.75,9.2,5,7
2792,7.75,6.6,4.66666666667,7,5.2,7.5,7.4
2793,8.5,6.6,4.33333333333,6.5,5,7.5,6.2
2794,8.75,3,2,4.5,3,7.5,7
2795,8.25,4.2,1.66666666667,5,3.8,8,3.6
2796,5.75,7.2,3.33333333333,6.75,4.6,7.5,4.6
2797,7.75,6.6,3.33333333333,7.5,3.8,7.5,4
2798,8.25,4.6,2.66666666667,4.75,3.6,7.5,5.8
2799,6.75,4.2,3,6,4.6,7.5,5.2
2800,5.75,5.4,4.66666666667,5.5,6,6.25,6.4
2801,7.5,4.2,3.33333333333,6,3.6,7.5,4.4
2802,7,5.6,2.33333333333,6.75,4.6,6.75,6.6
2803,6.25,5,3.33333333333,5.5,3.6,6.75,6.6
2804,7.25,8.2,3,7.75,4.2,8,2.4
2805,5.25,5.2,4.33333333333,5.75,4.4,6.75,6.8
2806,8,4.4,1.66666666667,5.25,3.8,7.5,4.8
2807,4.75,5.4,4.33333333333,5.5,5.8,5.75,6.2
2808,6.5,5,4.66666666667,6,5,6.5,6.6
2809,5.75,4.6,2.33333333333,5.5,3.6,7,4.6
2810,5.5,8.6,7.33333333333,6.5,8.2,6.5,7.4
2811,7.5,7,2.66666666667,5.75,2.2,7.75,3.6
2812,7.75,5.8,4,5.75,3.6,7.25,7.2
2813,8,5.8,3.66666666667,6.25,3.6,6.5,5.6
2814,5.25,7.6,3.33333333333,6,4.6,6.75,3.8
2815,7,6.8,4.33333333333,6.5,4,8,3.4
2816,7.25,6.2,3.33333333333,7.25,4.4,7.25,5.2
2817,5.75,3,2.66666666667,5,2.4,6.75,6.2
2818,5.25,6.6,3.33333333333,7.75,5.4,6.75,8.2
2819,8,5.6,2,5.75,2.8,7.25,6.8
2820,9,3.4,2.33333333333,5,3.2,7.75,4.2
2821,7.75,4,3.33333333333,4.75,3.8,6.75,5.2
2822,9.25,5.6,3.33333333333,6,4,6.5,5.2
2823,8.75,8.4,4,6.5,2.8,7,4.6
2824,4.25,8.6,8.25,7.75,8.8,6.75,7.6
2825,6.75,1.8,2,4.25,2.6,7.25,5
2826,8,6,4.25,7.75,3.8,7.75,3.6
2827,6.75,6.8,2.33333333333,7.25,3.6,8.25,4.6
2828,7.75,8,3.33333333333,7,4.6,7.75,4.2
2829,4.25,8.6,7.66666666667,6.5,8.8,5.25,6.8
2830,7,7.6,6.75,7.25,6.4,7,6.4
2831,6.5,5.8,3.5,6.5,4.2,8,3
2832,7.75,4.4,4,4.75,3.4,7,5.6
2833,6.5,7.2,5,7.25,5.8,7.5,7.2
2834,7.25,6.8,4.25,5.4,4,7,4
2835,7.25,6.4,5,7.6,3.8,7.75,3.8
2836,7.25,5.6,2.25,6,2.4,8.75,3.8
2837,5.75,3.2,3.75,3.2,3.6,6.75,4.8
2838,7,4.4,4.25,6.8,5,5.75,5.4
2839,5.25,6.2,5.75,6.6,6.2,6.5,5.2
2840,4.5,7.8,6,7.2,8.6,5.5,6.2
2841,4.75,7.6,5.5,6.2,7,5.75,5.8
2842,5.25,4.6,3,6.2,3.8,7.5,4.8
2843,4.75,7.4,3.75,5.4,4.8,7.25,7.8
2844,6.5,6,4.75,5.6,4,5.75,5.2
2845,6.25,7,5.75,7.2,4,7.5,4.2
2846,6,7.6,5.5,7,6.2,6.25,7
2847,6,6.2,5.25,5.8,5.8,6.5,7
2848,6.75,6,4.75,6,4,6.75,4.4
2849,4.5,6.4,4.75,6.4,7.6,6.25,6.2
2850,2.75,8.6,5.25,6.4,8.8,5.25,7.8
2851,6.25,7.4,3.75,7.8,3.8,7.25,6.8
2852,6.75,4,3,4.8,2.8,6.75,5
2853,7,7.5,4.5,8,4.2,7.5,4.8
2854,6.75,8,3.5,7.6,4,7.75,4
2855,6.25,4.75,4.5,7,4.6,7.25,7.2
2856,4.75,7,4.5,6,4.6,6,7
2857,7.75,5,3.75,6,3.2,7,5
2858,7.75,6.5,4,6.8,3.4,6.75,4.4
2859,4.75,5.25,4.5,5.8,6,5.5,4.6
2860,4.75,7,4.5,7.6,5.4,6.75,4.8
2861,7.25,3.25,3,5,2.6,7.25,6.4
2862,4,5,3.75,5.2,4.4,6.25,6.2
2863,6,3,3.75,4,3.8,5.5,5.8
2864,4,6,4.5,7.8,6,5.75,6.8
2865,4.5,7,4,6.8,5.6,6.25,4.6
2866,6,7,4,7,4.2,7.5,6
2867,7.25,4.5,4,6.2,4.4,7.5,6.6
2868,7.25,7.5,4.33333333333,7,5,8,6.4
2869,7.75,4.75,4.66666666667,6.8,4,7.5,7.2
2870,7.5,7.75,5,7.6,4,7.25,4.2
2871,9.5,2.75,3,5,1.6,8,6.4
2872,5.25,8.75,4.33333333333,6.6,4.6,8,7.4
2873,8,5.75,5.33333333333,6,2.4,7.75,5.8
2874,5.25,8.25,4,8.4,4.4,7.5,5.4
2875,6.25,8,6.66666666667,7.4,6.2,7,7.2
2876,6.75,6.25,3.66666666667,7.6,4.4,7.25,7.8
2877,8,7.25,5.33333333333,7.6,4.4,7.25,5.8
2878,5.8,8,5,8,5.2,7.8,6
2879,7.6,4.25,4,5.4,2.6,8,3.6
2880,7.8,5.75,5,6.4,3.6,7.2,4.4
2881,7.4,3.25,4,7.4,3.6,7.6,5
2882,5.8,5,3.5,8.2,6,5.8,7
2883,4.8,2.75,3,6.8,4.6,7,5.8
2884,7.8,4.5,3.5,7.6,3.8,7.8,5.4
2885,7,6.25,3,7.8,3.8,8,3.8
2886,7.2,8.75,5.33333333333,7.2,3.4,7.4,5
2887,4,4.75,3.5,7.2,5.4,6.4,8.2
2888,2.6,7.25,4,7.2,7.2,5.2,6
2889,7.8,5,3,7.8,4,7.6,4.2
2890,5.2,6,6.33333333333,5.4,4.8,6.2,6.6
2891,4.6,9,4,5.8,6.6,5.4,7
2892,7.2,3.5,3.66666666667,7.2,4.6,7.6,5.2
2893,4.8,6.8,3.33333333333,8,5,6.2,4.6
2894,6,6.6,4.66666666667,6.4,5.2,6.8,5
2895,5.4,2.6,8,3.2,4.2,7,7
2896,5.8,3.75,3.5,6,4.6,7.6,5.2
2897,6.6,4.5,3.5,6.8,4,7.4,5
2898,7.8,3.75,3.5,6.2,3.8,7.8,7
2899,5.6,8.75,6,5.2,8.2,6.2,7.8
2900,5.8,8.25,4.5,6.4,7.6,7.4,8
2901,7.2,6.5,3.5,7.6,4,7.4,3
2902,8.2,5,5.33333333333,7.8,2.8,8,4
2903,9.4,3,3,5.4,2,7.8,7.25
2904,7.6,5.25,4,5.8,4.4,7.2,3.75
2905,7.6,5,4,7.4,3.8,7.4,5.5
2906,6.4,7,4,7.8,5,6.2,5.4
2907,6.6,5.25,6,6,5.6,7,7.25
2908,5.4,8,4.33333333333,7.4,5.6,6,6
2909,6.6,6.75,6.33333333333,6.6,4.2,7.8,4.2
2910,6.4,7.25,5.66666666667,8.2,3.6,7.6,5.2
2911,7.2,5.5,5,6.8,3.8,7.8,5.6
2912,7.2,4.75,5.33333333333,6.6,3.8,7.8,5
2913,5.4,4.25,5.33333333333,5.2,3.6,7.8,3.8
2914,6.8,6,5.33333333333,6.6,3.8,7.8,3.2
2915,6.8,3.25,6,4.6,4.8,7.4,6.4
2916,7.6,6.5,2.33333333333,6.6,2.6,8,4.8
2917,6.4,7.75,3.66666666667,7.4,5,7.2,4
2918,8,7,3,8.2,3.6,8.25,4
2919,5.6,8.25,4,6.6,4,7.25,7.4
2920,7.2,5.5,4,6.4,4,7.25,3.6
2921,8.2,3.25,2.5,6,3.2,7.5,5.6
2922,6,6.5,5.5,7,5.4,6.5,5.4
2923,5.6,6.25,4.33333333333,7.2,4.6,7.8,3
2924,5.2,5.5,5,5.6,5.8,6.75,5.6
2925,7.8,3,3,5.8,3,8,7.4
2926,5.8,6.5,5,6,5.4,6.75,6
2927,6.2,4,3,6.2,4.4,7.25,5.2
2928,6.8,5.75,3,6.8,3.4,7.6,7.2
2929,6.6,5,3.33333333333,5,3.4,7.8,4.8
2930,7.8,5.5,4.66666666667,5.6,4.6,7,7.6
2931,4.4,8.75,6.66666666667,5.4,6.4,7,4.6
2932,5.6,5.25,3.66666666667,6.8,5.4,7,5.4
2933,7.25,2,3.33333333333,5,3.4,7.25,6.4
2934,5.2,8.75,3.66666666667,8.6,5.4,7,5.4
2935,5.8,7.75,4.33333333333,7.4,3.8,7.8,3.8
2936,7,3.5,5.66666666667,5.2,4.4,7,6.4
2937,7.2,4.5,4.33333333333,6.4,4,7.8,7.4
2938,7.75,5.5,3.33333333333,6.6,2.8,7.25,5.6
2939,5.75,5.5,5.66666666667,7,6.4,6,6
2940,4.75,9.25,6,7,8,5.5,5.4
2941,6.5,5.25,3.66666666667,7.2,4,7.75,5.6
2942,6.5,6.75,5,6.6,4.6,7.75,6.4
2943,5.5,6.25,4,6,3.6,7.5,4.2
2944,5.75,8.5,6,7.4,5,7.75,3.6
2945,3.5,6,2.66666666667,5.6,4,6.25,6.6
2946,7.25,6,4.66666666667,8,5.6,6.75,7.6
2947,6.25,5.25,2.33333333333,7.4,3.2,9.75,4.2
2948,7.5,3.5,4,5.6,4,7.75,5.6
2949,4.5,7.25,2.33333333333,7.4,4.6,6,5.6
2950,7.5,6,3.66666666667,7.8,4.8,7.5,6.4
2951,6.75,6.5,3,8.2,5,7.25,5.8
2952,6.75,7,4,7,3.8,8,2.8
2953,4.5,8.25,5,5.8,6.2,6,5.4
2954,5,8.75,4.66666666667,9.2,6.4,7.25,6.4
2955,5.5,6.25,4,8.8,5.8,6.25,5.8
2956,6.25,4.25,4.66666666667,4.6,4.2,6.5,7.8
2957,7.5,7.25,4.66666666667,8.2,4,7.5,5.2
2958,5.5,7,5,7,6.4,6.25,6.6
2959,5.75,3.5,3,6.2,3.2,8,7.2
2960,6.75,3.75,4,6,3.6,7.75,6.8
2961,5,7.5,4.33333333333,6,4.8,6.75,6.8
2962,5.2,8.75,2.66666666667,9.75,4.4,7,5.2
2963,8,5.5,4.66666666667,7.4,3.6,8,8
2964,6,3.75,5.33333333333,4.2,3.8,6,6
2965,7.5,5.4,6.66666666667,5.25,4.4,6.5,4.4
2966,7.5,7,6,6.75,4,7.5,4.2
2967,5.75,5.2,3.33333333333,5.5,3.4,7.5,5.6
2968,5,5.4,4,6,5,6.25,6
2969,7,7.4,4.33333333333,7.75,4,7.5,5
2970,7.5,8,5,6.75,4.2,7.25,6.8
2971,7.75,5.4,4,5.5,4.8,6.5,4.2
2972,8.75,3.4,3,5,3.8,8.75,3.2
2973,7.5,3.75,3.33333333333,5.5,3.2,7.5,6
2974,5.5,7.25,3.66666666667,6.75,5.6,7.75,7.6
2975,6,8,4,7.5,5.4,7,6
2976,5.5,8,5.33333333333,7.25,6.8,8,6.2
2977,6.5,8.25,3.66666666667,8.25,3.8,8,3.8
2978,6.75,6,2.33333333333,7,3.2,8,4
2979,5,7.75,3,8.25,4.4,9,3.8
2980,6.25,7,2,7.75,3.8,7.75,4
2981,7.5,5.5,3.33333333333,6,3.6,7.5,5.2
2982,7,6.8,4,6.25,5,7.25,5.4
2983,7.25,5.75,4,7.4,4.2,8,3.8
2984,6,3.75,4,5.4,4,8.5,5.2
2985,7.5,6.5,2.66666666667,6,3.2,7.5,5.2
2986,4.75,4.25,4.66666666667,6,3.8,6.25,6.6
2987,5.25,5,2.33333333333,6.4,3.8,7,6.2
